"대여일자","누적횟수","기온C","풍속ms","강수량mm","습도"
2021-12-05,1288,2.35,0.529166666666667,0,55.7
2021-12-06,2078,4.45,0.491666666666667,0,65.6875
2021-12-07,2334,6.4125,0.55,0,71.0791666666667
2021-12-08,2270,5.70833333333333,0.416666666666667,0,74.7
2021-12-09,2313,6.1375,0.570833333333333,0,72.9625
2021-12-10,2078,7.4125,0.6375,0,79.7166666666667
2021-12-11,1796,7.10416666666667,0.8125,0,80.3291666666667
2021-12-12,1163,3.45,2.2375,0,53.225
2021-12-13,1492,-1.14583333333333,1.675,0,35.9875
2021-12-14,1487,3.625,1.13333333333333,0.0416666666666667,58.9375
2021-12-15,1789,7.275,0.879166666666667,0.0625,88.0416666666667
2021-12-16,1993,6.84583333333333,0.9875,0,72.875
2021-12-17,1143,-3.2625,3.075,0,43.0333333333333
2021-12-18,607,-5.24583333333333,1.38333333333333,0.0416666666666667,55.725
2021-12-19,378,0.15,1.225,0.0416666666666667,60.4375
2021-12-20,1589,5.01666666666667,0.720833333333333,0,74.1125
2021-12-21,1825,5.525,1.02083333333333,0,71.5375
2021-12-22,1929,3.0375,0.85,0,39.3916666666667
2021-12-23,1896,2.38333333333333,0.641666666666667,0,58.1333333333333
2021-12-24,1319,1.35,1.40833333333333,0,63.2666666666667
2021-12-25,394,-9.6625,2.6375,0,37.4875
2021-12-26,351,-10.9166666666667,2.15833333333333,0,36.4625
2021-12-27,1017,-7.35833333333333,0.916666666666667,0,54.5625
2021-12-28,1252,-3.65416666666667,0.8875,0,74.725
2021-12-29,1342,1.14583333333333,1.52083333333333,0,69.7375
2021-12-30,1217,-2.3625,2.32083333333333,0,42.6125
2021-12-31,940,-5.2,2.3375,0,28.7583333333333
